Basis,Coeff
(Intercept),55.4422
h(x0-4.86),15.3505
h(x6-15.56),-13.9833
h(303.26-x6),-0.694619
x2,-4.23584
h(318.3-x6),0.875322
h(x0-5.95),-13.8338
h(153.06-x4),0.415019
h(x4-225.98),-0.270005
h(x4-121),-0.269817
h(x4-301.29),0.284503
h(70.73-x6),0.459479
h(194.75-x4),0.3367
h(x6-9.32),-1.19141
h(x6-178.89),-0.202764
h(140.23-x6),3.17246
h(149.3-x6),-1.38815
h(136.13-x6),-1.63208
h(x4-46.54),0.0771678
h(175.01-x4),-0.323395
h(44.39-x6),-0.500372
h(15.06-x6),14.7358
h(87.06-x6),-0.34834
h(x6-335.14),-0.397843
h(332.08-x4),-0.389667
h(9.39-x3),-0.245255
h(x5-3.82),34.4293
h(197.67-x6),0.222994
h(x6-21.91),15.6404
h(21.91-x6),-14.6906
